INPUT:json	INPUT:image	GOLDEN:json	HINT:text
https://render.neuromation.io:39201/markup/get-markup?path=%2FTESTDATASET%2F5551%2FrayTrace%2FGEN_1215213833096_000527.jpg	https://render.neuromation.io:39201/markup/get-file?path=/TESTDATASET/5551/rayTrace/GEN_1215213833096_000527.jpg "{""name"":""value""}"	Add your hint here
https://render.neuromation.io:39201/markup/get-markup?path=%2FTESTDATASET%2F5551%2FrayTrace%2FGEN_1215213833096_000527.jpg	https://render.neuromation.io:39201/markup/get-file?path=/TESTDATASET/5551/rayTrace/GEN_1215213833096_000527.jpg "{""name"":""value""}"	Add your hint here
https://render.neuromation.io:39201/markup/get-markup?path=%2FTESTDATASET%2F5551%2FrayTrace%2FGEN_1215213833096_000527.jpg	https://render.neuromation.io:39201/markup/get-file?path=/TESTDATASET/5551/rayTrace/GEN_1215213833096_000527.jpg "{""name"":""value""}"	Add your hint here
			
https://render.neuromation.io:39201/markup/get-markup?path=%2FTESTDATASET%2F5551%2FrayTrace%2FGEN_1215213833096_000527.jpg	https://render.neuromation.io:39201/markup/get-file?path=/TESTDATASET/5551/rayTrace/GEN_1215213833096_000527.jpg "{""name"":""value""}"	Add your hint here
https://render.neuromation.io:39201/markup/get-markup?path=%2FTESTDATASET%2F5551%2FrayTrace%2FGEN_1215213833096_000527.jpg	https://render.neuromation.io:39201/markup/get-file?path=/TESTDATASET/5551/rayTrace/GEN_1215213833096_000527.jpg "{""name"":""value""}"	Add your hint here
https://render.neuromation.io:39201/markup/get-markup?path=%2FTESTDATASET%2F5551%2FrayTrace%2FGEN_1215213833096_000527.jpg	https://render.neuromation.io:39201/markup/get-file?path=/TESTDATASET/5551/rayTrace/GEN_1215213833096_000527.jpg "{""name"":""value""}"	Add your hint here
			
https://render.neuromation.io:39201/markup/get-markup?path=%2FTESTDATASET%2F5551%2FrayTrace%2FGEN_1215213833096_000527.jpg	https://render.neuromation.io:39201/markup/get-file?path=/TESTDATASET/5551/rayTrace/GEN_1215213833096_000527.jpg "{""name"":""value""}"	Add your hint here
https://render.neuromation.io:39201/markup/get-markup?path=%2FTESTDATASET%2F5551%2FrayTrace%2FGEN_1215213833096_000527.jpg	https://render.neuromation.io:39201/markup/get-file?path=/TESTDATASET/5551/rayTrace/GEN_1215213833096_000527.jpg "{""name"":""value""}"	Add your hint here
https://render.neuromation.io:39201/markup/get-markup?path=%2FTESTDATASET%2F5551%2FrayTrace%2FGEN_1215213833096_000527.jpg	https://render.neuromation.io:39201/markup/get-file?path=/TESTDATASET/5551/rayTrace/GEN_1215213833096_000527.jpg "{""name"":""value""}"	Add your hint here
			
